City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,carnarvon,-24.8667,113.6333,28.19,61,94,6.98,AU,1675908248
1,hilo,19.7297,-155.09,22.84,87,16,1.34,US,1675908122
2,stornoway,58.2093,-6.3865,3.29,86,40,10.8,GB,1675908249
3,quatre cocos,-20.2078,57.7625,25.61,83,38,5.3,MU,1675908249
4,geraldton,-28.7667,114.6,28.23,47,0,4.63,AU,1675908249
5,acapulco,16.8634,-99.8901,25.28,68,22,3.0,MX,1675907995
6,olinda,-8.0089,-34.8553,26.85,74,20,2.57,BR,1675908250
7,tayshet,55.9342,98.0044,-12.27,96,100,0.81,RU,1675908251
8,lavrentiya,65.5833,-171.0,-23.29,95,100,0.87,RU,1675908251
9,morro bay,35.3658,-120.8499,15.99,66,10,0.89,US,1675908039
10,ribeira grande,38.5167,-28.7,13.21,76,39,4.02,PT,1675908252
11,bredasdorp,-34.5322,20.0403,18.63,80,0,4.85,ZA,1675908212
12,karratha,-20.7377,116.8463,33.01,49,0,1.76,AU,1675908236
13,barrow,71.2906,-156.7887,-23.99,77,100,0.0,US,1675908253
14,rawson,-43.3002,-65.1023,21.05,51,100,11.31,AR,1675908254
15,cape town,-33.9258,18.4232,21.88,71,0,4.12,ZA,1675908155
16,longyearbyen,78.2186,15.6401,-5.09,80,100,8.75,SJ,1675908182
17,olafsvik,64.8945,-23.7142,-4.67,67,100,12.69,IS,1675908255
18,codrington,-38.2667,141.9667,23.12,51,4,4.41,AU,1675908256
19,tselinnoye,53.0833,85.6667,-22.37,100,98,0.8,RU,1675908256
20,biak,-0.9131,122.8766,28.2,62,100,0.49,ID,1675908257
21,petropavlovsk-kamchatskiy,53.0452,158.6483,-11.67,62,20,3.0,RU,1675908035
22,naze,28.3667,129.4833,17.51,68,100,7.69,JP,1675908257
23,busselton,-33.65,115.3333,24.16,46,0,4.3,AU,1675908219
24,buritis,-15.6178,-46.4233,22.8,79,34,0.58,BR,1675908258
25,payakumbuh,-0.2202,100.6308,24.94,78,89,0.73,ID,1675908259
26,jamestown,42.097,-79.2353,1.8,83,0,1.54,US,1675908259
27,beringovskiy,63.05,179.3167,-30.11,92,20,2.42,RU,1675908260
28,bluff,-46.6,168.3333,14.33,58,79,8.45,NZ,1675908260
29,butaritari,3.0707,172.7902,27.4,81,30,9.13,KI,1675908261
30,abha,18.2164,42.5053,10.14,62,0,0.0,SA,1675908158
31,ushuaia,-54.8,-68.3,10.81,93,100,2.57,AR,1675908262
32,tokur,53.1333,132.9,-29.59,90,73,1.47,RU,1675908263
33,vestmannaeyjar,63.4427,-20.2734,-1.24,59,100,14.57,IS,1675908264
34,kodiak,57.79,-152.4072,-2.27,34,0,2.06,US,1675908234
35,faya,18.3851,42.4509,9.06,59,9,1.59,SA,1675908265
36,atuona,-9.8,-139.0333,26.18,78,27,9.69,PF,1675908265
37,punta arenas,-53.15,-70.9167,10.06,66,20,4.63,CL,1675908266
38,baruun-urt,46.6806,113.2792,-11.14,91,100,2.84,MN,1675908266
39,ketchikan,55.3422,-131.6461,3.26,87,100,5.66,US,1675908267
40,muzhi,65.3667,64.6667,-2.27,74,97,13.35,RU,1675908267
41,lamar,33.6668,-95.5836,6.95,87,100,9.77,US,1675908268
42,vaini,-21.2,-175.2,29.09,74,75,4.12,TO,1675908268
43,albany,42.6001,-73.9662,2.52,77,62,0.45,US,1675908020
44,loudi,27.7344,111.9944,8.75,90,100,1.92,CN,1675908268
45,clyde river,70.4692,-68.5914,-34.87,68,100,3.09,CA,1675908269
46,nanortalik,60.1432,-45.2371,-2.62,87,100,3.15,GL,1675908246
47,da nang,16.0678,108.2208,24.99,88,40,2.57,VN,1675908024
48,mala,-12.6581,-76.6308,23.06,86,45,3.1,PE,1675908269
49,gambela,8.25,34.5833,24.8,30,5,1.48,ET,1675908270
50,solnechnyy,50.7214,136.6319,-20.88,85,47,1.09,RU,1675908270
51,taywarah,33.35,64.4167,-3.95,97,97,2.58,AF,1675908271
52,potosi,-19.5836,-65.7531,7.89,80,100,2.3,BO,1675908271
53,mar del plata,-38.0023,-57.5575,21.01,89,0,2.57,AR,1675908035
54,ancud,-41.8697,-73.8203,14.61,96,10,2.63,CL,1675908211
55,fortuna,40.5982,-124.1573,9.81,92,0,0.0,US,1675908272
56,iqaluit,63.7506,-68.5145,-33.15,68,20,12.35,CA,1675908272
57,necochea,-38.5473,-58.7368,17.42,87,0,1.27,AR,1675908009
58,bedford,52.1346,-0.4663,2.17,88,100,3.58,GB,1675908034
59,hithadhoo,-0.6,73.0833,27.42,73,95,4.69,MV,1675908273
60,constitucion,-35.3333,-72.4167,15.51,79,25,4.9,CL,1675908057
61,hualmay,-11.0964,-77.6139,22.79,83,18,3.75,PE,1675908273
62,avera,33.194,-82.5271,16.73,78,100,2.98,US,1675908274
63,rikitea,-23.1203,-134.9692,26.58,73,5,5.9,PF,1675908274
64,yellowknife,62.456,-114.3525,-23.58,84,20,3.09,CA,1675908274
65,mali,12.079,-12.2982,17.79,21,3,1.72,GN,1675908275
66,naraura,28.2,78.3833,11.69,46,0,2.4,IN,1675908275
67,kapaa,22.0752,-159.319,26.99,65,40,9.26,US,1675908275
68,bambous virieux,-20.3428,57.7575,25.68,88,40,3.6,MU,1675908276
69,ilulissat,69.2167,-51.1,-21.99,64,75,4.12,GL,1675908276
70,khatanga,71.9667,102.5,-42.99,100,59,1.95,RU,1675908277
71,cidreira,-30.1811,-50.2056,24.65,82,45,8.12,BR,1675908277
72,thompson,55.7435,-97.8558,-10.91,79,100,4.63,CA,1675908277
73,byron bay,-28.65,153.6167,26.64,58,100,4.63,AU,1675908277
74,tuktoyaktuk,69.4541,-133.0374,-36.0,68,20,1.03,CA,1675908278
75,airai,-8.9266,125.4092,21.47,71,97,1.86,TL,1675908278
76,ayagoz,47.9714,80.4392,-11.62,92,100,4.89,KZ,1675908278
77,belz,47.6751,-3.168,2.27,86,0,3.1,FR,1675908279
78,hermanus,-34.4187,19.2345,19.89,81,57,5.64,ZA,1675908279
79,launceston,-41.45,147.1667,20.8,52,100,2.57,AU,1675908170
80,touros,-5.1989,-35.4608,26.39,79,15,5.86,BR,1675908280
81,hobart,-42.8794,147.3294,22.81,54,75,2.06,AU,1675908039
82,yeppoon,-23.1333,150.7333,29.88,64,92,10.44,AU,1675908280
83,jacmel,18.2342,-72.5347,26.91,71,0,1.76,HT,1675908281
84,sinnamary,5.3833,-52.95,24.38,89,100,5.2,GF,1675908281
85,port lincoln,-34.7333,135.8667,26.5,51,0,4.58,AU,1675908013
86,bethel,41.3712,-73.414,5.46,65,0,0.0,US,1675908281
87,souillac,-20.5167,57.5167,25.21,88,40,3.6,MU,1675908282
88,lebu,-37.6167,-73.65,15.05,94,4,4.58,CL,1675908282
89,saskylakh,71.9167,114.0833,-41.57,99,54,2.87,RU,1675908218
90,shimoda,34.6667,138.95,10.2,55,93,6.22,JP,1675908282
91,mataura,-46.1927,168.8643,14.15,57,79,4.63,NZ,1675908217
92,georgetown,5.4112,100.3354,27.96,93,20,2.68,MY,1675908283
93,upernavik,72.7868,-56.1549,-33.89,82,2,3.88,GL,1675908283
94,pangoa,-12.1167,-73.0,20.02,99,98,0.53,PE,1675908284
95,severo-kurilsk,50.6789,156.125,-5.04,66,82,10.0,RU,1675908284
96,sawtell,-30.3833,153.1,25.01,65,75,3.6,AU,1675908284
97,tura,25.5198,90.2201,18.41,50,61,0.59,IN,1675908285
98,aquidauana,-20.4711,-55.7872,25.37,79,46,1.67,BR,1675908285
99,huamachuco,-7.8,-78.0667,11.35,86,63,1.03,PE,1675908285
100,talnakh,69.4865,88.3972,-21.29,95,100,3.98,RU,1675908286
101,hudiksvall,61.729,17.1036,3.57,74,100,9.12,SE,1675908271
102,cockburn town,21.4612,-71.1419,25.0,77,3,11.12,TC,1675908286
103,edd,13.9297,41.6925,24.44,86,55,2.85,ER,1675908287
